question,answer
"Karaciğer hastalığım var, sigortam karaciğer naklini karşılar mı?","Türkiye'de Sosyal Güvenlik Kurumu (SGK), belirli şartları karşılayan hastaların karaciğer nakli masraflarını karşılamaktadır."
Karaciğer hastalığının belirtileri nelerdir?,"Yorgunluk, sarılık (cilt ve gözlerde sararma), karın şişliği, iştahsızlık, bulantı, koyu renkli idrar ve açık renkli dışkı en yaygın belirtilerdir."
Karaciğer hastalığı bulaşıcı mıdır?,"Viral hepatitler (A, B, C) bulaşıcıdır. Ancak alkole bağlı karaciğer hastalığı, yağlı karaciğer veya otoimmün hepatit gibi türler bulaşıcı değildir."
Hamilelikte karaciğer hastalığının bebek üzerindeki etkileri nelerdir?,Hepatit B gibi enfeksiyonlar anneden bebeğe geçebilir. İleri evre karaciğer hastalığı ise erken doğum veya düşük doğum ağırlığı riskini artırabilir.
Karaciğer ile ilgili: Hepatit hastalığı nedir?,"Hepatit, karaciğerin iltihaplanmasıdır. Genellikle virüslerden kaynaklanır ancak alkol, ilaçlar veya otoimmün reaksiyonlar da neden olabilir."
Karaciğer hastalığının çeşitleri nelerdir?,"Viral hepatitler (A, B, C), alkole bağlı karaciğer hastalığı, alkole bağlı olmayan yağlı karaciğer hastalığı (NAFLD), siroz, karaciğer kanseri ve otoimmün hepatit başlıca çeşitlerdir."
Karaciğer ile ilgili: SGOT ve SGPT değerlerim hangi aralıkta olmalıdır? SGOT ve SGPT değerlerim ne anlama geliyor?,"SGOT (AST) ve SGPT (ALT), karaciğer hücre hasarını gösteren enzimlerdir. Normal değerleri laboratuvara göre değişse de genellikle 40 U/L'nin altındadır. Yükseklikleri karaciğerde bir sorun olduğuna işaret eder."
Karaciğer ile ilgili: GGT yüksekliği ne anlama gelir?,GGT yüksekliği en sık karaciğer ve safra yolu hastalıklarına işaret eder. Aşırı alkol tüketimi de GGT'yi belirgin şekilde yükselten bir nedendir.
Karaciğer ile ilgili: AST ve ALT neden yükselir?,"Karaciğer hücreleri hasar gördüğünde (iltihap, yağlanma, ilaç hasarı gibi) bu enzimler kana sızar ve seviyeleri yükselir."
Karaciğer ile ilgili: GGT yüksekliği alkole mi bağlıdır?,"Her zaman değil. Alkol en sık nedenlerden biridir ancak safra yolu sorunları, karaciğer yağlanması ve bazı ilaçlar da GGT'yi yükseltebilir."
Karaciğer ile ilgili: AST ve ALT yüksekliğinde ilaç kullanımı şart mı?,"Şart değildir. Tedavi, yüksekliğin nedenine bağlıdır. Bazen sadece yaşam tarzı değişikliği (diyet, egzersiz, alkolü bırakma) yeterli olabilir."
Karaciğer ile ilgili: Kan testimde bir anormallik var mı?,"Kan testlerinizi yorumlamak için mutlaka bir doktora danışmalısınız. Doktor, sonuçları referans aralıkları ve sizin klinik durumunuzla birlikte değerlendirir."
Karaciğer ile ilgili: Alkalen fosfataz neden yükselir?,En sık safra yolu tıkanıklıkları ve karaciğer hastalıklarında yükselir. Ayrıca kemik hastalıkları ve gebelik gibi durumlarda da artabilir.
Karaciğer ile ilgili: Bilirubin yüksekliği hangi durumlarda görülür?,"Karaciğer hastalıkları, safra yolu tıkanıklıkları veya kan hücrelerinin aşırı yıkımı gibi durumlarda görülür ve sarılığa neden olur."
Karaciğer ile ilgili: Siroz belirtileri nelerdir?,"Erken evrede belirti vermeyebilir. İleri evrede yorgunluk, sarılık, karında ve bacaklarda şişlik, kolay morarma ve kafa karışıklığı gibi belirtiler görülür."
Karaciğer ile ilgili: Kan tahlillerimde siroz belirtisi var mı?,"İleri evre sirozda trombosit düşüklüğü, albümin düşüklüğü, INR uzaması ve bilirubin yüksekliği gibi bulgular görülebilir. Tanı için doktor değerlendirmesi şarttır."
Karaciğer ile ilgili: Sarılık neden olur?,"Kanda 'bilirubin' adlı sarı renkli bir maddenin birikmesiyle olur. Bu durum, karaciğerin bilirubini işleyip atamamasından kaynaklanır."
Karaciğer büyümesi önlenebilir mi?,"Karaciğer büyümesine neden olan altta yatan hastalığı önleyerek (örneğin alkolden kaçınarak, kilo vererek) büyüme de önlenebilir."
Karaciğer ile ilgili: Hepatit testlerim pozitif çıkarsa ne olur?,"Doktorunuz, enfeksiyonun aktif mi, kronik mi olduğunu anlamak için ek testler isteyecek ve buna göre bir tedavi veya takip planı oluşturacaktır."
En tehlikeli karaciğer hastalıkları nelerdir?,Tedavi edilmediğinde siroza ve karaciğer kanserine yol açan kronik hepatitler ve ilerlemiş karaciğer yetmezliği en tehlikeli durumlardır.
Karaciğer hastalıklarının ciltteki belirtileri nelerdir?,"Sarılık, kaşıntı, kolay morarma, avuç içlerinde kırmızılık (palmar eritem) ve örümcek benzeri damar benleri (spider anjiom) görülebilir."
Karaciğer ile ilgili: Sarılık belirtileri nelerdir?,"İlk olarak göz aklarının sararmasıyla başlar. Daha sonra cilt sararır, idrar rengi koyulaşır ve dışkı rengi açılır."
Karaciğer hastaları için hangi değerler önemlidir?,"ALT, AST, GGT, ALP, Bilirubin, Albümin, INR ve trombosit sayısı en sık takip edilen önemli kan değerleridir."
Karaciğer hastaları nasıl beslenmeli?,"Tuz, şeker ve işlenmiş gıdalardan fakir, taze sebze, meyve, tam tahıllar ve yağsız protein kaynaklarından zengin Akdeniz tipi diyet önerilir."
Karaciğer hastalarının uzak durması gereken besinler nelerdir?,"Alkol, şekerli içecekler, paketli ürünler, şarküteri, kızartmalar ve yüksek doymuş yağ içeren gıdalardan uzak durulmalıdır."
Karaciğer ile ilgili: Bacaklardaki ödemin sebebi ne olabilir?,İleri evre karaciğer hastalığında albümin düşüklüğü ve vücudun sıvı dengesinin bozulması bacaklarda ödeme neden olabilir. Kalp ve böbrek hastalıkları da ödem yapabilir.
Karaciğer enzimlerimin yüksek çıkması ne anlama gelir?,Karaciğer hücrelerinizde bir hasar veya iltihap olduğunu gösterir. Nedeninin araştırılması için doktora başvurmanız gerekir.
Karaciğer ile ilgili: Kronik hepatit nedir?,Karaciğer iltihabının (hepatit) 6 aydan daha uzun sürmesi durumudur. Genellikle Hepatit B veya C virüslerine bağlıdır.
Karaciğer ile ilgili: Akut hepatit nedir?,Karaciğer iltihabının ani başlaması ve genellikle 6 aydan kısa sürmesidir. Hepatit A virüsü en sık nedenidir.
Karaciğer ile ilgili: Kronik hepatit ile akut hepatit arasındaki farklar nelerdir?,Temel fark süredir. Akut hepatit kısa sürelidir ve genellikle tamamen iyileşir. Kronik hepatit ise kalıcıdır ve siroza ilerleyebilir.
Karaciğerdeki nodül kansere dönüşür mü?,"Bazı nodüller iyi huylu olup risk taşımazken, siroz zemininde gelişen displastik nodüllerin kansere dönüşme riski vardır. Bu nedenle takip edilmeleri gerekir."
Karaciğer ile ilgili: Biyopsi riskli midir?,Deneyimli ellerde yapıldığında riski çok düşüktür. En sık görülen riskler kanama ve ağrıdır ancak bunlar nadirdir.
Hangi ilaçlar karaciğere zarar verir?,"Başta parasetamol olmak üzere bazı ağrı kesiciler, bazı antibiyotikler ve mantar ilaçları yüksek dozda veya uzun süreli kullanımda karaciğere zarar verebilir."
Diyabet hastalığı karaciğer hastalığını nasıl etkiler?,"Diyabet, özellikle tip 2 diyabet, karaciğer yağlanması (NAFLD) için en önemli risk faktörlerinden biridir ve hastalığın siroza ilerlemesini hızlandırabilir."
Diyabet karaciğer sağlığını etkiler mi?,"Evet, kesinlikle etkiler. Kötü kontrollü diyabet, karaciğer yağlanması ve iltihaplanma riskini ciddi şekilde artırır."
Karaciğer ile ilgili: Sirozun evreleri nelerdir?,Siroz genellikle 'kompanse' (karaciğerin hala fonksiyon gördüğü) ve 'dekompanse' (karaciğer yetmezliği belirtilerinin başladığı) olarak iki ana evreye ayrılır.
Karaciğerde kitle ne anlama gelir?,"Karaciğerde saptanan anormal bir doku alanıdır. Bu kitle iyi huylu (kist, hemanjiyom) veya kötü huylu (kanser) olabilir ve araştırılması gerekir."
Karaciğer hastalığı tanı sürecinde hangi tetkikler yapılmalı?,"Kan testleri, ultrasonografi, FibroScan, bilgisayarlı tomografi (BT), manyetik rezonans (MR) ve bazen karaciğer biyopsisi yapılır."
Karaciğer ile ilgili: Bu hastalık yaşam sürecimi etkiler mi? Nasıl etkiler?,"Evet, kronik karaciğer hastalığı yaşam kalitesini ve süresini etkileyebilir. Ancak erken teşhis, doğru tedavi ve yaşam tarzı değişiklikleri ile bu etki en aza indirilebilir."
Karaciğer hastalığının tedavisi mümkün mü?,"Evet, birçok karaciğer hastalığının tedavisi mümkündür. Tedavi, hastalığın türüne ve evresine göre değişir."
Karaciğer hastalığı tamamen iyileşebilir mi?,Hepatit C veya alkole bağlı erken evre hastalıklar gibi bazı durumlar tamamen iyileşebilir. Ancak siroz gibi ileri evre hastalıklar genellikle kalıcıdır.
Karaciğer hastalığı için kullanabileceğim vitamin veya takviye var mı?,Doktorunuzun onayı olmadan hiçbir vitamin veya takviye kullanmayın. Doktorunuz eksiklik saptarsa (örn: D vitamini) size uygun takviyeyi önerecektir.
Karaciğer diyeti nasıl uygulanır?,"Bir diyetisyen yardımıyla, tuz, şeker ve doymuş yağdan fakir, lif ve sağlıklı proteinlerden zengin, kişiye özel bir beslenme planı oluşturulur."
Karaciğer hastalığında protein sınırlaması yapılmalı mıdır?,Genellikle hayır. Sadece ileri evre karaciğer yetmezliğinde (hepatik ensefalopati) doktor kontrolünde protein kısıtlaması gerekebilir.
Karaciğer hastalığında tuz tüketimi azaltılmalı mıdır?,"Evet, kesinlikle. Özellikle ödem ve asit (sıvı birikimi) olan hastalarda tuz tüketiminin ciddi şekilde kısıtlanması gerekir."
Karaciğer hastaları oruç tutabilir mi?,Genellikle önerilmez. Özellikle siroz hastaları için uzun süreli açlık ve susuzluk tehlikeli olabilir. Mutlaka doktora danışılmalıdır.
Karaciğer hastalığına uygun olarak nasıl spor yapabilirim?,"Doktorunuzun onayıyla, yürüyüş, yüzme, bisiklet gibi yorucu olmayan, orta tempolu egzersizler genellikle güvenli ve faydalıdır."
Karaciğer hastalığında tedavimin işe yaradığını nasıl anlayabilirim?,"Kan değerlerinizin (ALT, AST) düşmesi, görüntüleme bulgularınızın düzelmesi ve kendinizi daha enerjik hissetmeniz tedavinin işe yaradığını gösterir."
Karaciğer nakli için süreç nasıl işliyor?,Hasta önce bir nakil merkezinde detaylı olarak değerlendirilir. Uygun bulunursa ulusal bekleme listesine kaydedilir ve uygun organ bulunduğunda ameliyat gerçekleştirilir.
Karaciğer nakli için kriterler nelerdir?,"Hastanın son dönem karaciğer yetmezliği olması, başka bir tedavi şansının kalmaması ve nakil sonrası yaşama uyum sağlayabilecek genel sağlık durumuna sahip olması gerekir."
Karaciğer hastalığında tedavi sürecinde takip testleri ne sıklıkla yapılmalıdır?,"Bu, hastalığın ciddiyetine göre değişir. Stabil hastalarda 3-6 ayda bir, daha karmaşık durumlarda ise daha sık takip gerekebilir."
Karaciğer hastalığında hangi durumlarda acil müdahale gerekir?,"Kan kusma, dışkının siyah ve katran gibi olması, şiddetli karın ağrısı, ani başlayan ve şiddetli kafa karışıklığı veya şuur bulanıklığı durumlarında derhal acile başvurulmalıdır."
Karaciğer hastalığında komplikasyon gelişirse nasıl müdahale edilir?,"Her komplikasyonun tedavisi farklıdır. Örneğin asit için idrar söktürücüler, varis kanaması için endoskopik yöntemler, ensefalopati için özel ilaçlar kullanılır."
Karaciğer hastalığının tedavisi sırasında kilo vermem gerekir mi?,"Eğer hastalığınızın nedeni karaciğer yağlanması ise veya fazla kilonuz varsa, evet, kilo vermek tedavinin en önemli parçasıdır."
Karaciğer sağlığı için koruyucu aşılar var mı?,"Evet, Hepatit A ve Hepatit B'ye karşı son derece etkili ve güvenli aşılar bulunmaktadır."
Karaciğer hastalığı tedavisi sonrası hastalık kendini yeniler mi?,"Altta yatan neden devam ederse (örn: alkol kullanımı, obezite) hastalık tekrarlayabilir. Tedavi edilen Hepatit C ise yeniden enfekte olunmadıkça genellikle tekrarlamaz."
Karaciğer hastalığında seyahat etmemde sakınca var mı?,"Hastalığı stabil olanlar doktor onayıyla seyahat edebilir. Ancak ileri evre sirozu olanlar için seyahat riskli olabilir, mutlaka doktora danışılmalıdır."
Karaciğer hastalığında hamilelik planlıyorsam tedaviye ara vermem gerekir mi?,Bu kararı asla tek başınıza vermeyin. Bazı ilaçlar gebelik için güvenli değildir ve doktorunuzun hamilelik öncesi tedavinizi yeniden düzenlemesi gerekir.
Karaciğer hastalığında tamamen iyileşince ilaçları kesebilir miyim?,"Hayır. İlaçları kesme kararını sadece doktorunuz verebilir. Bazı kronik durumlarda, kendinizi iyi hissetseniz bile ömür boyu ilaç kullanmak gerekebilir."
Karaciğer ile ilgili: Gözlerde sararma neden olur?,Karaciğerin işleyemediği 'bilirubin' adlı sarı pigmentin kanda birikmesi ve göz akı gibi dokularda çökmesi sonucu olur.
Karaciğer ile ilgili: Portal hipertansiyon nedir?,"Siroz nedeniyle sertleşen karaciğerin içinden kanın rahatça geçememesi sonucu, karaciğere kan getiren 'portal ven' adlı damarda basıncın artmasıdır."
Karaciğer ile ilgili: Asit sıvısı neden oluşur?,Portal hipertansiyon ve karaciğerin yeterli albümin üretememesi sonucu damar içindeki sıvının karın boşluğuna sızmasıyla oluşur.
Karaciğer hastalığında diyetisyen desteği almalı mıyım?,"Evet, kesinlikle önerilir. Diyetisyen, hastalığınızın evresine uygun, size özel bir beslenme planı oluşturarak tedavinin etkinliğini artırır."
Karaciğer hastalığı cinsel yaşamı etkiler mi?,"Evet, yorgunluk, hormonal dengesizlikler ve hastalığın psikolojik yükü gibi nedenlerle cinsel isteği ve fonksiyonları olumsuz etkileyebilir."
Emzirme döneminde karaciğer hastalığı ilaçları güvenli mi?,Bazı ilaçlar süte geçerek bebeğe zarar verebilir. Bu nedenle emzirme döneminde ilaç kullanımı mutlaka doktor kontrolünde olmalıdır.
Geçmişte yaşanan enfeksiyonlar karaciğeri etkiler mi?,"Evet, özellikle geçmişte geçirilmiş ve kronikleşmiş Hepatit B veya C enfeksiyonları yıllar sonra siroz veya karaciğer kanserine yol açabilir."
Karaciğerde safra yolları tıkanıklığı nasıl anlaşılır?,"Şiddetli kaşıntı, belirgin sarılık, idrar renginde koyulaşma ve dışkı renginde açılma (camcı macunu gibi) en önemli belirtilerdir."
Safra taşları karaciğeri etkiler mi?,"Evet, eğer safra taşı ana safra kanalını tıkarsa, safranın karaciğere geri kaçmasına ve karaciğerde hasara neden olabilir."
Karaciğer hastalığı başka organları etkiler mi?,"Evet, özellikle ileri evre siroz; böbrekleri (hepatorenal sendrom), beyni (hepatik ensefalopati) ve akciğerleri etkileyebilir."
Karaciğer görüntüleme testi için aç gelmek gerekiyor mu?,"Genellikle karın ultrasonu için 6-8 saatlik açlık istenir. Yapılacak teste göre (BT, MR) size özel bilgi verilecektir."
Karaciğer hastalığı için alternatif tedavi yöntemleri nelerdir?,Bilimsel olarak etkinliği kanıtlanmış bir alternatif tedavi yöntemi yoktur. Bilinçsizce kullanılan bitkisel ürünler karaciğere daha çok zarar verebilir.
Karaciğer dostu takviyeler önerir misin?,"Doktor önermeden hiçbir takviye kullanılmamalıdır. Bazı çalışmalarda deve dikeni (milk thistle) gibi takviyelerin faydası araştırılsa da bu, tıbbi tedavinin yerini tutmaz."
Kortizonlu ilaçlar karaciğere zarar verir mi?,Otoimmün hepatit gibi bazı karaciğer hastalıklarının tedavisinde kullanılırlar. Ancak kontrolsüz kullanımı karaciğer yağlanmasına neden olabilir.
"Karaciğer ile ilgili: FibroScan testi nedir, nasıl yapılır?","Karaciğerin sertliğini (fibrozis) ve yağlanma derecesini ölçen, ultrason benzeri, ağrısız ve hızlı bir testtir."
"Ultrasonda karaciğerimde leke çıktı, ne anlama geliyor?","'Leke' veya 'lezyon' genel bir ifadedir. İyi huylu bir kist olabileceği gibi, ileri tetkik gerektiren bir tümör de olabilir. Mutlaka doktor tarafından değerlendirilmelidir."
"Karaciğer ile ilgili: Hepatit B taşıyıcısıyım, nasıl bir yol izlemeliyim?",Bir gastroenteroloji veya hepatoloji uzmanının düzenli takibinde olmalısınız. Genellikle 6 ayda bir kan testleri ve ultrason ile karaciğeriniz kontrol edilir.
Karaciğer ile ilgili: Wilson hastalığı nasıl teşhis edilir?,"Kan testleri (seruloplazmin), idrarda bakır atılımı, göz muayenesi (Kayser-Fleischer halkası) ve bazen karaciğer biyopsisi ile teşhis edilir."
Parasetamol karaciğere zarar verir mi?,"Evet, önerilen dozu aşmak karaciğer için oldukça zehirlidir ve akut karaciğer yetmezliğine yol açabilir."
Alkolü bıraktıktan sonra karaciğer kendini ne kadar sürede toplar?,"Basit yağlanma haftalar-aylar içinde düzelebilir. Ancak fibrozis veya siroz gelişmişse, iyileşme yavaş olur ve hasarın bir kısmı kalıcıdır."
Egzersiz yapmak karaciğer yağlanmasını azaltır mı?,"Evet, düzenli egzersiz, kilo kaybından bağımsız olarak bile karaciğer yağlanmasını azaltan en etkili yöntemlerden biridir."
Stres karaciğer sağlığını etkiler mi?,"Kronik stres, vücuttaki iltihabı artırarak ve sağlıksız yaşam tarzı seçimlerine yol açarak mevcut karaciğer hastalığını kötüleştirebilir."
Karaciğer hastalığında uyku düzenimin bir etkisi olabilir mi?,"Evet, bozuk uyku düzeni ve sirkadiyen ritim bozuklukları, özellikle karaciğer yağlanmasının ilerlemesiyle ilişkilendirilmiştir."
Probiyotikler karaciğer enzimlerini düşürür mü?,"Bazı çalışmalar, probiyotiklerin bağırsak sağlığını düzelterek karaciğer yağlanmasında enzimlerin düşmesine yardımcı olabileceğini göstermektedir, ancak tek başına bir tedavi değildir."
Canlı vericiden karaciğer nakli riskli midir?,Hem verici hem de alıcı için riskleri olan büyük bir ameliyattır. Ancak tecrübeli merkezlerde başarı oranı oldukça yüksektir.
Karaciğer nakli sonrası beslenme nasıl olmalıdır?,"İyileşmeyi desteklemek için yeterli protein içeren, tuz, şeker ve sağlıksız yağlardan kısıtlı, dengeli bir diyet uygulanmalıdır. Diyetisyen takibi çok önemlidir."
Bebeklerde sarılık karaciğerle mi ilgilidir?,"Evet, 'fizyolojik sarılık' bebeğin olgunlaşmamış karaciğerinin bilirubini hızlıca işleyememesinden kaynaklanır ve genellikle normaldir."
Karaciğer ile ilgili: Bebeklerde sarılık ne zaman tehlikelidir?,"Doğumdan sonraki ilk 24 saatte ortaya çıkarsa, çok hızlı yükselirse veya belirli bir seviyeyi aşarsa tehlikeli olabilir ve tedavi gerektirir."
Çocuklarda karaciğer yağlanması nasıl önlenir?,"Sağlıklı ve dengeli beslenme alışkanlığı kazandırmak, şekerli içecek ve abur cuburdan uzak tutmak ve düzenli fiziksel aktiviteyi teşvik etmekle önlenir."
Karaciğer ile ilgili: Asit (karında sıvı birikmesi) nasıl tedavi edilir?,"Tuz kısıtlaması, idrar söktürücü ilaçlar ve ileri vakalarda karındaki sıvının bir iğne yardımıyla boşaltılması (parasentez) ile tedavi edilir."
Karaciğer ile ilgili: Heptorenal sendrom nedir?,"İleri evre karaciğer yetmezliğinin, böbrek fonksiyonlarında ciddi bozulmaya yol açtığı hayatı tehdit eden bir durumdur."
Karaciğer ile ilgili: Gilbert sendromu tehlikeli midir?,"Hayır, tehlikeli değildir. Sadece aralıklı hafif sarılığa neden olan, zararsız ve kalıtsal bir durumdur."
"Karaciğer ile ilgili: Hepatit D nedir, nasıl bulaşır?",Sadece Hepatit B virüsü taşıyan kişileri enfekte edebilen bir virüstür. Hepatit B gibi kan ve vücut sıvıları yoluyla bulaşır.
Karaciğer apsesi nasıl anlaşılır?,"Genellikle ateş, titreme ve karnın sağ üst kısmında ağrı ile belirti verir. Tanı, ultrason veya tomografi gibi görüntüleme yöntemleriyle konur."
PET-CT karaciğer kanseri teşhisinde kullanılır mı?,"Genellikle ilk tanı için değil, kanserin vücudun başka yerlerine yayılıp yayılmadığını anlamak (evreleme) için kullanılır."
Karaciğer ile ilgili: Gebelik kolestazı nedir?,"Gebeliğin son dönemlerinde ortaya çıkan, safra akışının yavaşlamasına bağlı olarak anne adayında şiddetli kaşıntıya neden olan bir karaciğer durumudur."
70 yaş üstü karaciğer nakli olabilir mi?,"Kesin bir yaş sınırı yoktur. Karar, hastanın takvim yaşından çok genel sağlık durumu ve biyolojik yaşına göre verilir."
Karaciğer lenfoması nasıl teşhis edilir?,"Görüntüleme yöntemleri (BT, PET-CT) ve kesin tanı için karaciğer biyopsisi ile teşhis edilir."
Karaciğer enflamasyonu kalıcı hasar bırakır mı?,"Eğer kronikleşir ve tedavi edilmezse, evet. Sürekli iltihap, fibrozise (skarlaşma) ve sonunda siroza, yani kalıcı hasara yol açar."
Çocuklarda karaciğer nakli sonrası büyüme geriliği yaşanır mı?,Hem altta yatan hastalık hem de kullanılan bağışıklık baskılayıcı ilaçlar nedeniyle büyüme etkilenebilir. Bu nedenle yakın takip önemlidir.
Karaciğer ve bağırsak sağlığı arasındaki ilişki nedir?,"Çok güçlü bir ilişki ('bağırsak-karaciğer ekseni') vardır. Bozulmuş bağırsak florası, karaciğere zararlı maddelerin geçişine izin vererek hastalığa katkıda bulunabilir."
Karaciğer ile ilgili: Hepatit hastalıklarının bulaşıcılık durumu nasıldır?,"Hepatit A ve E dışkı-ağız yoluyla, Hepatit B, C ve D ise kan ve vücut sıvıları yoluyla bulaşır."
